Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Career1,Career2,Career3
A,D,B,B,C,B,D,D,C,C,C,B,UX Designer,Cybersecurity,Backend Developer
A,C,B,D,B,B,D,C,A,D,A,B,Cybersecurity,Cloud Engineer,Data Scientist
C,A,D,B,D,A,A,D,D,D,B,A,Data Scientist,AI Engineer,Researcher
C,D,A,D,B,A,B,D,C,C,B,A,AI Engineer,UX Designer,Data Scientist
D,C,A,C,A,C,D,A,B,A,C,B,Product Manager,UI/UX Designer,Data Scientist
B,D,B,B,B,A,C,A,A,C,C,C,Software Developer,AI Engineer,UX Designer
B,B,D,B,B,C,C,D,D,D,B,D,Data Scientist,Software Developer,AI Engineer
D,C,A,D,C,B,C,C,B,A,B,C,UI/UX Designer,Data Scientist,Entrepreneur
A,C,D,B,A,B,B,D,A,A,D,C,Cybersecurity,Data Scientist,Cloud Engineer
C,B,C,A,C,D,D,D,D,C,D,B,Software Developer,AI Engineer,Data Scientist
A,A,C,D,A,B,B,C,B,A,B,A,Cloud Engineer,Cybersecurity,Backend Developer
D,C,D,C,C,A,D,A,B,A,A,D,Entrepreneur,Data Scientist,Product Manager
A,A,D,A,B,D,B,C,D,B,B,D,Backend Developer,Cybersecurity,Cloud Engineer
B,D,B,B,A,B,B,A,D,D,C,B,Software Developer,AI Engineer,Data Scientist
C,D,D,B,B,A,B,B,B,A,B,C,UX Designer,Data Scientist,AI Engineer
C,D,B,C,B,C,B,C,C,C,C,B,Researcher,UX Designer,AI Engineer
D,A,A,D,B,A,D,B,C,D,A,B,UI/UX Designer,Entrepreneur,Product Manager
B,B,A,D,B,C,B,A,B,B,C,B,AI Engineer,Software Developer,Data Scientist
C,A,D,B,A,B,A,B,C,A,B,C,Researcher,AI Engineer,Data Scientist
C,C,A,B,A,A,C,C,A,B,B,A,Data Scientist,AI Engineer,Researcher
B,A,A,B,D,C,C,C,D,A,B,A,Data Scientist,AI Engineer,Software Developer
B,B,D,A,D,B,B,A,A,B,D,D,Data Scientist,AI Engineer,Software Developer
B,D,A,D,B,C,D,A,C,B,B,A,Software Developer,Data Scientist,UX Designer
D,A,A,A,B,A,A,C,D,C,D,D,UI/UX Designer,Entrepreneur,Product Manager
D,D,C,A,D,D,A,A,B,C,B,C,Entrepreneur,UI/UX Designer,UX Designer
C,A,D,A,D,D,A,C,A,D,B,C,AI Engineer,Data Scientist,Researcher
D,B,D,C,A,D,D,A,C,D,D,B,Software Developer,Entrepreneur,UI/UX Designer
B,D,A,C,D,A,C,D,A,D,D,C,Software Developer,Data Scientist,AI Engineer
B,C,D,D,A,C,C,B,A,B,D,D,Software Developer,AI Engineer,Data Scientist
B,D,C,C,D,B,C,C,B,D,A,A,Software Developer,UX Designer,Data Scientist
A,A,C,C,C,B,D,A,D,C,A,C,Cloud Engineer,Cybersecurity,Backend Developer
D,C,B,A,C,D,C,B,D,B,C,C,Product Manager,UI/UX Designer,Data Scientist
D,D,B,A,C,A,A,B,B,D,B,D,UX Designer,UI/UX Designer,Product Manager
D,A,A,D,A,D,A,C,D,D,C,A,Entrepreneur,Product Manager,UI/UX Designer
C,B,C,C,D,C,B,C,B,D,A,D,Data Scientist,AI Engineer,Researcher
A,C,B,D,D,A,A,C,B,C,B,D,Cloud Engineer,Cybersecurity,Backend Developer
A,C,A,A,C,C,A,C,C,B,C,D,Cybersecurity,Backend Developer,Data Scientist
A,B,B,D,A,C,B,C,B,C,D,C,Cybersecurity,Software Developer,Backend Developer
A,D,D,A,A,D,B,C,D,C,A,C,UX Designer,Cloud Engineer,Cybersecurity
C,B,A,C,D,A,A,A,C,D,A,D,Researcher,Data Scientist,Software Developer
D,C,C,C,D,B,B,C,A,D,C,A,Product Manager,Data Scientist,Entrepreneur
A,A,D,B,D,D,A,B,C,D,A,C,Backend Developer,Cybersecurity,Cloud Engineer
D,C,D,C,B,C,A,A,B,A,D,C,Data Scientist,UI/UX Designer,Entrepreneur
B,D,C,C,D,A,A,B,D,B,C,B,Software Developer,Data Scientist,UX Designer
B,B,A,A,C,D,C,A,D,C,D,B,AI Engineer,Data Scientist,Software Developer
D,A,D,C,A,D,B,B,A,B,B,B,Product Manager,UI/UX Designer,Entrepreneur
B,A,D,C,C,B,C,D,C,B,B,D,AI Engineer,Data Scientist,Software Developer
D,A,B,D,D,D,C,B,D,D,B,C,Product Manager,UI/UX Designer,Entrepreneur
D,D,C,B,B,C,D,A,C,A,B,C,Product Manager,Entrepreneur,UX Designer
B,C,D,C,C,C,D,C,C,A,D,C,Software Developer,Data Scientist,AI Engineer
D,D,D,D,D,B,D,A,B,D,B,A,UI/UX Designer,Product Manager,UX Designer
B,A,C,A,B,B,B,B,C,B,A,D,Software Developer,Data Scientist,AI Engineer
B,B,B,D,C,A,B,B,B,B,B,B,Software Developer,AI Engineer,Data Scientist
A,D,B,D,D,B,B,A,B,B,D,B,Cybersecurity,Cloud Engineer,Backend Developer
A,B,C,D,B,D,D,C,D,A,D,D,Backend Developer,Cybersecurity,Software Developer
B,B,A,B,A,C,B,D,D,D,A,A,AI Engineer,Software Developer,Data Scientist
B,D,B,B,A,C,B,D,C,A,C,C,Data Scientist,Software Developer,AI Engineer
C,C,C,D,B,B,A,C,B,C,D,C,AI Engineer,Data Scientist,Researcher
A,D,B,C,C,C,C,B,A,A,C,D,Cloud Engineer,UX Designer,Cybersecurity
B,C,B,B,B,A,C,B,A,C,B,D,AI Engineer,Software Developer,Data Scientist
D,C,B,C,C,C,C,A,D,C,C,A,Data Scientist,Product Manager,UI/UX Designer
C,D,C,B,D,D,B,B,C,B,A,C,Data Scientist,UX Designer,AI Engineer
B,C,B,C,D,A,A,A,A,A,D,D,Software Developer,Data Scientist,AI Engineer
C,A,A,A,C,B,D,B,A,A,B,A,Researcher,AI Engineer,Data Scientist
C,D,C,C,D,B,B,D,C,D,B,A,Data Scientist,AI Engineer,UX Designer
C,C,B,A,A,A,B,C,B,D,B,A,Data Scientist,AI Engineer,Researcher
C,D,D,A,A,B,A,D,A,A,C,D,Researcher,UX Designer,AI Engineer
C,C,B,C,B,D,D,C,A,D,B,B,AI Engineer,Data Scientist,Researcher
B,B,B,A,C,C,D,A,B,A,D,D,Data Scientist,AI Engineer,Software Developer
B,A,A,D,C,C,A,C,D,C,D,B,AI Engineer,Data Scientist,Software Developer
B,C,D,B,B,D,C,C,D,B,B,A,Data Scientist,AI Engineer,Software Developer
A,A,B,A,B,D,D,B,B,A,C,D,Backend Developer,Cybersecurity,Cloud Engineer
B,C,C,C,D,B,D,D,D,A,B,A,AI Engineer,Data Scientist,Software Developer
D,A,A,C,D,C,C,D,C,C,D,D,UI/UX Designer,Entrepreneur,Product Manager
B,B,D,D,B,A,C,B,D,D,C,A,Software Developer,Data Scientist,AI Engineer
A,B,C,C,C,C,D,B,D,B,C,C,Cloud Engineer,Cybersecurity,Software Developer
B,D,A,C,B,A,D,A,B,A,B,A,Software Developer,UX Designer,Data Scientist
A,A,C,D,A,B,D,B,B,A,D,D,Backend Developer,Cybersecurity,Cloud Engineer
B,B,B,D,B,B,D,D,C,A,A,C,Data Scientist,AI Engineer,Software Developer
C,D,D,C,C,A,C,D,D,A,C,A,UX Designer,Data Scientist,Researcher
B,D,A,A,C,A,A,D,A,D,D,C,Software Developer,Data Scientist,AI Engineer
A,A,C,B,B,B,D,A,A,B,C,C,Cloud Engineer,Backend Developer,Cybersecurity
B,C,A,D,C,B,A,A,C,A,D,C,Data Scientist,AI Engineer,Software Developer
A,D,A,B,D,A,C,D,B,C,A,A,UX Designer,Cybersecurity,Backend Developer
B,B,D,B,B,A,A,B,B,B,D,D,AI Engineer,Data Scientist,Software Developer
A,A,B,A,C,C,D,D,B,C,A,D,Backend Developer,Cybersecurity,Cloud Engineer
A,B,B,A,D,C,C,A,B,B,A,A,Backend Developer,Software Developer,Cybersecurity
B,C,B,B,B,D,B,D,A,B,D,A,Data Scientist,Software Developer,AI Engineer
B,A,C,A,B,C,D,D,D,B,C,B,Software Developer,AI Engineer,Data Scientist
C,A,A,D,D,B,B,A,D,B,C,C,Data Scientist,AI Engineer,Researcher
C,C,D,D,D,C,A,C,C,D,A,C,Data Scientist,AI Engineer,Researcher
D,C,A,A,C,B,C,A,D,C,D,D,Data Scientist,UI/UX Designer,Product Manager
B,D,C,C,B,D,A,D,C,A,D,D,Software Developer,Data Scientist,AI Engineer
B,D,B,B,C,B,B,A,D,A,B,C,Software Developer,Data Scientist,UX Designer
C,B,A,B,A,C,C,A,B,D,C,D,AI Engineer,Software Developer,Researcher
C,A,D,A,A,D,D,B,A,D,D,D,AI Engineer,Data Scientist,Researcher
D,C,C,D,C,C,B,A,A,B,A,C,UI/UX Designer,Product Manager,Data Scientist
D,B,B,B,A,C,A,B,B,A,D,C,Software Developer,Product Manager,UI/UX Designer
A,D,D,C,C,B,D,C,B,D,A,B,UX Designer,Cybersecurity,Cloud Engineer
C,B,C,D,B,B,C,B,A,C,B,D,Researcher,Software Developer,Data Scientist
C,A,A,B,A,B,B,B,C,A,C,B,Researcher,AI Engineer,Data Scientist
D,C,C,C,A,C,C,B,A,D,C,B,Entrepreneur,Product Manager,UI/UX Designer
C,C,C,A,D,B,C,B,C,C,A,D,Researcher,Data Scientist,AI Engineer
A,B,A,B,B,A,C,B,D,C,D,C,Cloud Engineer,Software Developer,Cybersecurity
C,C,B,B,A,D,C,A,B,C,D,A,AI Engineer,Data Scientist,Researcher
D,B,C,C,B,D,D,A,A,B,D,C,Software Developer,Entrepreneur,Product Manager
D,B,A,B,C,A,A,D,D,D,D,C,Product Manager,Software Developer,Entrepreneur
D,B,C,A,D,B,D,A,B,B,D,B,Product Manager,Software Developer,UI/UX Designer
C,D,B,C,B,D,A,A,B,D,B,B,AI Engineer,Researcher,UX Designer
A,D,B,C,A,D,C,A,B,B,D,C,Cloud Engineer,Cybersecurity,UX Designer
D,C,A,D,C,C,A,B,D,C,B,B,Data Scientist,UI/UX Designer,Product Manager
C,A,C,B,B,D,A,B,D,A,A,D,AI Engineer,Researcher,Data Scientist
A,D,D,B,C,C,B,B,C,A,D,B,Cybersecurity,UX Designer,Cloud Engineer
A,D,C,A,B,C,C,B,A,A,D,A,UX Designer,Cybersecurity,Cloud Engineer
C,A,B,A,A,A,C,D,C,D,B,A,Researcher,Data Scientist,AI Engineer
C,D,C,A,D,D,A,D,D,C,D,D,UX Designer,Data Scientist,Researcher
D,D,D,D,A,B,A,A,D,A,D,D,Product Manager,UX Designer,UI/UX Designer
C,D,B,C,A,D,A,C,A,B,C,A,AI Engineer,UX Designer,Data Scientist
C,A,A,C,A,C,D,D,A,C,A,A,AI Engineer,Researcher,Data Scientist
A,B,B,B,C,B,C,D,D,B,D,D,Cybersecurity,Cloud Engineer,Backend Developer
B,A,D,A,A,D,A,B,D,C,B,B,Software Developer,Data Scientist,AI Engineer
A,B,A,B,A,B,A,D,D,C,C,B,Software Developer,Cybersecurity,Backend Developer
C,D,A,A,B,C,C,C,A,A,D,D,AI Engineer,UX Designer,Researcher
D,D,A,C,C,C,D,C,C,C,A,A,UI/UX Designer,UX Designer,Entrepreneur
B,A,D,C,D,D,B,C,B,C,A,D,Data Scientist,AI Engineer,Software Developer
B,D,A,B,B,A,C,B,C,C,D,B,Data Scientist,Software Developer,AI Engineer
D,C,A,C,A,B,D,A,C,C,B,A,Data Scientist,Product Manager,Entrepreneur
D,D,D,C,B,C,C,A,A,A,A,D,UX Designer,UI/UX Designer,Product Manager
D,B,D,B,C,C,C,A,A,D,A,C,Software Developer,Product Manager,Entrepreneur
D,B,D,C,D,D,B,D,C,B,C,C,Entrepreneur,Product Manager,Software Developer
B,B,A,A,A,A,A,C,A,D,A,D,Software Developer,AI Engineer,Data Scientist
C,C,A,A,D,D,A,C,D,A,C,A,AI Engineer,Data Scientist,Researcher
D,B,C,C,A,B,D,D,A,D,A,A,Software Developer,Entrepreneur,Product Manager
B,D,D,C,A,C,A,D,B,B,C,A,UX Designer,AI Engineer,Software Developer
D,A,D,D,A,A,B,C,B,C,D,A,Product Manager,UI/UX Designer,Entrepreneur
C,A,C,C,A,B,A,C,A,D,C,C,AI Engineer,Data Scientist,Researcher
B,A,C,D,A,B,A,D,B,D,C,B,Data Scientist,Software Developer,AI Engineer
D,B,B,D,A,C,A,C,C,A,A,D,Product Manager,Software Developer,UI/UX Designer
C,D,C,C,C,D,D,B,A,D,C,B,AI Engineer,Data Scientist,UX Designer
C,A,A,D,D,B,B,C,A,B,D,C,Researcher,AI Engineer,Data Scientist
B,D,A,D,B,D,D,C,D,B,C,C,UX Designer,Software Developer,Data Scientist
D,A,A,B,C,B,D,B,C,D,B,A,Product Manager,UI/UX Designer,Entrepreneur
C,C,D,C,A,D,C,D,B,B,D,B,AI Engineer,Researcher,Data Scientist
A,B,D,B,D,B,C,C,D,B,B,B,Cloud Engineer,Cybersecurity,Software Developer
A,A,A,B,A,B,D,A,B,D,A,D,Cloud Engineer,Backend Developer,Cybersecurity
B,A,A,B,B,D,C,D,A,C,D,B,AI Engineer,Data Scientist,Software Developer
C,C,D,B,D,B,C,A,C,D,C,D,AI Engineer,Data Scientist,Researcher
B,D,C,A,D,A,D,D,B,C,C,B,AI Engineer,UX Designer,Data Scientist
D,C,C,D,D,C,D,D,C,D,B,C,UI/UX Designer,Entrepreneur,Data Scientist
A,D,D,C,D,D,B,B,B,D,D,D,UX Designer,Cloud Engineer,Cybersecurity
C,A,A,A,A,D,D,A,C,D,A,C,Researcher,Data Scientist,AI Engineer
C,D,C,B,D,A,A,D,C,D,D,A,Data Scientist,UX Designer,Researcher
B,B,B,B,D,C,D,A,B,C,D,D,Data Scientist,AI Engineer,Software Developer
B,B,C,A,D,D,B,A,C,D,D,B,AI Engineer,Data Scientist,Software Developer
B,C,C,C,B,D,C,C,B,D,A,A,Data Scientist,AI Engineer,Software Developer
B,C,A,D,B,B,B,B,A,A,C,D,Data Scientist,AI Engineer,Software Developer
A,C,D,C,A,A,D,A,A,D,A,D,Cybersecurity,Cloud Engineer,Data Scientist
A,B,B,C,D,C,A,C,A,D,A,D,Backend Developer,Cloud Engineer,Cybersecurity
A,A,C,C,D,C,A,D,B,D,B,D,Cloud Engineer,Cybersecurity,Backend Developer
D,C,A,D,D,A,A,D,B,C,A,B,UI/UX Designer,Data Scientist,Entrepreneur
B,B,A,C,D,C,D,D,D,C,C,C,Data Scientist,Software Developer,AI Engineer
B,B,A,D,C,D,D,A,A,D,C,B,Software Developer,AI Engineer,Data Scientist
C,B,B,D,A,A,B,D,A,A,D,B,Software Developer,AI Engineer,Researcher
A,B,A,C,A,C,C,C,D,B,C,A,Software Developer,Cloud Engineer,Cybersecurity
C,B,C,B,C,C,B,A,D,C,C,C,Data Scientist,AI Engineer,Researcher
C,C,D,B,C,C,B,B,B,B,D,B,Data Scientist,Researcher,AI Engineer
A,A,A,D,A,C,C,D,A,B,D,D,Cloud Engineer,Cybersecurity,Backend Developer
C,C,C,D,B,C,A,B,D,D,C,D,Researcher,Data Scientist,AI Engineer
D,C,A,C,B,C,B,D,C,B,A,C,UI/UX Designer,Product Manager,Entrepreneur
A,D,C,C,B,B,D,C,D,A,B,A,UX Designer,Cloud Engineer,Backend Developer
B,B,D,D,B,A,D,C,B,C,C,A,Software Developer,Data Scientist,AI Engineer
B,D,A,D,C,D,A,A,D,D,B,B,UX Designer,AI Engineer,Software Developer
B,C,A,B,C,C,C,C,B,D,B,D,Software Developer,AI Engineer,Data Scientist
A,C,D,A,B,C,C,D,B,A,D,D,Data Scientist,Backend Developer,Cybersecurity
A,B,B,D,C,C,B,A,C,D,A,B,Software Developer,Cybersecurity,Cloud Engineer
C,C,B,B,D,B,C,D,A,B,B,A,Researcher,Data Scientist,AI Engineer
A,A,C,B,A,B,D,D,C,C,C,A,Backend Developer,Cloud Engineer,Cybersecurity
C,D,C,C,B,B,A,B,C,B,A,D,Data Scientist,UX Designer,Researcher
D,C,D,B,D,B,B,A,A,B,D,A,UI/UX Designer,Product Manager,Entrepreneur
D,A,C,D,C,A,A,C,A,B,B,B,Entrepreneur,UI/UX Designer,Product Manager
B,B,A,A,B,A,C,B,C,B,C,A,AI Engineer,Software Developer,Data Scientist
A,C,D,A,C,B,B,B,A,C,C,B,Backend Developer,Cloud Engineer,Cybersecurity
D,B,A,C,A,D,C,D,A,D,A,D,Entrepreneur,Product Manager,Software Developer
C,D,A,A,D,B,D,D,B,C,D,C,UX Designer,Data Scientist,AI Engineer
A,C,D,C,C,A,D,B,A,B,D,C,Cybersecurity,Data Scientist,Backend Developer
B,A,A,B,B,D,B,A,C,D,C,D,AI Engineer,Software Developer,Data Scientist
C,D,D,A,D,C,B,A,C,C,D,D,Researcher,AI Engineer,Data Scientist
D,C,D,B,A,C,C,D,A,B,B,A,Data Scientist,UI/UX Designer,Entrepreneur
A,C,B,C,D,D,C,A,A,B,B,C,Backend Developer,Cybersecurity,Cloud Engineer
D,C,C,B,D,B,D,C,D,B,B,B,Entrepreneur,Data Scientist,UI/UX Designer
A,D,D,C,B,D,D,B,A,B,C,B,Cybersecurity,Cloud Engineer,Backend Developer
C,D,C,A,D,B,B,A,A,C,B,B,UX Designer,Data Scientist,AI Engineer
D,A,A,C,B,C,D,B,B,B,B,A,Entrepreneur,Product Manager,UI/UX Designer
D,C,B,D,B,C,D,C,A,B,D,B,UI/UX Designer,Entrepreneur,Data Scientist
A,D,B,D,A,C,A,D,A,D,D,A,UX Designer,Cybersecurity,Backend Developer
D,B,C,B,B,B,A,D,A,C,A,B,Product Manager,UI/UX Designer,Software Developer
D,C,B,C,C,B,C,B,C,D,C,C,Product Manager,Entrepreneur,UI/UX Designer
D,C,B,D,C,D,C,D,C,D,D,C,Product Manager,UI/UX Designer,Data Scientist
D,C,A,B,B,D,B,C,B,B,A,B,UI/UX Designer,Product Manager,Entrepreneur
D,C,D,C,D,C,B,D,D,A,C,B,Data Scientist,Entrepreneur,Product Manager
A,C,B,B,B,B,C,D,D,A,D,D,Cybersecurity,Cloud Engineer,Data Scientist
D,B,A,A,A,A,B,A,A,C,A,D,Software Developer,UI/UX Designer,Product Manager
C,A,C,C,C,B,B,B,C,D,D,A,Researcher,Data Scientist,AI Engineer
B,D,A,D,A,D,D,D,C,B,D,B,Software Developer,AI Engineer,Data Scientist
C,A,B,C,D,C,C,A,C,C,A,B,Researcher,Data Scientist,AI Engineer
D,B,A,D,D,D,B,A,C,D,C,D,Software Developer,UI/UX Designer,Product Manager
D,D,C,A,A,B,B,C,C,B,B,B,Product Manager,Entrepreneur,UI/UX Designer
C,B,B,B,C,B,D,B,A,D,C,B,Software Developer,Researcher,Data Scientist
B,C,B,A,B,D,D,D,B,D,D,B,Data Scientist,Software Developer,AI Engineer
B,A,D,D,A,D,A,A,B,D,C,B,Software Developer,AI Engineer,Data Scientist
C,C,B,D,A,C,D,C,C,B,B,B,Data Scientist,Researcher,AI Engineer
D,C,C,A,C,B,A,D,D,B,D,D,Entrepreneur,Product Manager,Data Scientist
A,C,B,C,B,C,C,D,B,D,B,C,Cloud Engineer,Backend Developer,Cybersecurity
B,C,A,A,C,B,C,B,C,A,D,B,AI Engineer,Software Developer,Data Scientist
D,B,D,C,C,A,A,C,A,D,C,D,Software Developer,Product Manager,UI/UX Designer
B,D,D,C,D,D,C,C,C,A,D,A,UX Designer,Software Developer,AI Engineer
B,D,A,B,A,B,C,D,C,D,D,C,UX Designer,Data Scientist,AI Engineer
D,D,A,B,B,B,A,B,C,B,D,D,Product Manager,UI/UX Designer,UX Designer
B,B,D,C,C,C,A,C,B,C,C,C,Data Scientist,Software Developer,AI Engineer
D,C,D,D,C,C,C,B,C,D,B,C,Data Scientist,Product Manager,UI/UX Designer
B,A,C,C,B,D,C,B,D,C,D,B,Data Scientist,AI Engineer,Software Developer
A,C,B,A,C,B,C,B,D,A,C,B,Cybersecurity,Data Scientist,Backend Developer
A,D,C,C,B,D,B,C,A,D,D,D,Cybersecurity,UX Designer,Backend Developer
D,C,C,D,B,A,C,C,C,B,B,A,Entrepreneur,Product Manager,UI/UX Designer
B,B,B,C,C,C,C,D,D,D,D,D,AI Engineer,Software Developer,Data Scientist
B,A,A,A,A,D,C,A,A,A,B,B,Software Developer,AI Engineer,Data Scientist
B,B,B,D,C,D,C,A,C,D,A,D,AI Engineer,Data Scientist,Software Developer
D,A,B,D,C,A,C,C,D,B,B,D,UI/UX Designer,Product Manager,Entrepreneur
B,C,B,A,D,D,C,A,C,A,D,D,AI Engineer,Data Scientist,Software Developer
D,D,C,D,D,B,C,A,B,A,C,C,Product Manager,Entrepreneur,UX Designer
B,D,D,A,B,D,D,D,B,A,A,C,Data Scientist,AI Engineer,Software Developer
A,C,A,D,C,D,C,B,D,A,C,A,Backend Developer,Data Scientist,Cloud Engineer
D,A,A,C,D,C,B,D,C,A,B,A,Product Manager,Entrepreneur,UI/UX Designer
B,B,B,B,D,D,B,B,C,D,A,C,AI Engineer,Data Scientist,Software Developer
C,A,C,B,A,C,A,A,C,A,A,C,AI Engineer,Researcher,Data Scientist
A,C,D,A,A,D,C,B,A,D,C,A,Data Scientist,Cloud Engineer,Backend Developer
C,D,D,C,A,C,A,A,D,A,A,B,AI Engineer,Researcher,Data Scientist
C,C,A,B,A,A,D,D,B,C,B,C,Data Scientist,AI Engineer,Researcher
D,B,D,D,D,A,C,C,C,B,A,C,Product Manager,Software Developer,Entrepreneur
D,C,D,C,D,C,B,B,C,A,B,B,Product Manager,Data Scientist,UI/UX Designer
B,B,C,C,A,B,A,B,B,C,B,C,Data Scientist,Software Developer,AI Engineer
A,C,D,A,A,A,D,A,C,B,B,C,Backend Developer,Cybersecurity,Data Scientist
C,C,D,B,C,B,A,A,D,A,C,A,Researcher,AI Engineer,Data Scientist
B,A,C,C,B,B,D,C,A,B,A,D,Data Scientist,Software Developer,AI Engineer
D,B,C,C,B,D,A,B,D,B,D,C,Entrepreneur,Product Manager,Software Developer
A,A,C,C,A,C,C,A,D,C,B,B,Backend Developer,Cloud Engineer,Cybersecurity
D,A,B,A,D,D,D,C,B,D,B,A,Product Manager,Entrepreneur,UI/UX Designer
C,A,A,C,B,A,B,D,C,A,D,B,AI Engineer,Data Scientist,Researcher
C,D,C,B,B,D,A,C,D,D,D,A,UX Designer,Researcher,Data Scientist
D,C,B,A,D,C,A,B,B,C,D,A,UI/UX Designer,Product Manager,Data Scientist
A,B,C,A,A,D,D,D,B,A,B,A,Backend Developer,Cybersecurity,Cloud Engineer
A,B,C,D,A,A,D,C,D,D,B,D,Cybersecurity,Software Developer,Cloud Engineer
B,C,C,C,A,B,A,A,D,C,B,C,Data Scientist,AI Engineer,Software Developer
D,B,A,B,C,A,D,B,C,B,A,D,Software Developer,UI/UX Designer,Entrepreneur
B,A,B,A,C,B,C,C,B,D,A,B,Data Scientist,AI Engineer,Software Developer
B,A,C,C,A,A,D,D,A,D,A,B,AI Engineer,Software Developer,Data Scientist
C,C,D,C,A,A,C,D,A,C,B,A,Researcher,AI Engineer,Data Scientist
A,B,D,D,D,D,B,D,D,D,C,D,Backend Developer,Software Developer,Cloud Engineer
D,B,C,A,C,D,B,A,C,B,C,C,Product Manager,Entrepreneur,UI/UX Designer
D,B,A,C,A,B,D,B,C,C,A,D,Entrepreneur,Software Developer,Product Manager
A,B,B,C,B,B,B,C,D,A,B,A,Cloud Engineer,Backend Developer,Software Developer
B,B,C,A,A,D,A,A,D,C,B,B,Data Scientist,AI Engineer,Software Developer
C,D,D,C,D,C,D,B,B,C,A,B,AI Engineer,Researcher,Data Scientist
D,A,D,D,A,D,A,D,C,B,C,A,UI/UX Designer,Entrepreneur,Product Manager
D,D,D,A,D,A,C,B,B,B,A,B,Entrepreneur,UI/UX Designer,UX Designer
A,A,B,C,B,C,B,A,D,D,B,C,Cybersecurity,Cloud Engineer,Backend Developer
B,D,B,C,B,B,A,B,B,B,A,D,Data Scientist,UX Designer,Software Developer
A,D,D,C,C,C,C,A,C,D,B,B,UX Designer,Backend Developer,Cybersecurity
B,C,B,A,A,B,A,A,A,D,A,B,AI Engineer,Software Developer,Data Scientist
D,D,C,C,A,A,A,B,B,A,D,A,Product Manager,UX Designer,UI/UX Designer
C,B,A,B,C,D,B,D,A,A,C,A,Data Scientist,Software Developer,Researcher
D,B,C,A,B,B,A,C,C,C,B,A,Entrepreneur,Software Developer,UI/UX Designer
C,B,B,A,D,B,D,B,C,D,A,B,Software Developer,Data Scientist,Researcher
D,D,B,B,C,D,B,B,C,B,B,C,Product Manager,UX Designer,Entrepreneur
C,A,C,B,B,D,B,D,D,D,C,C,Data Scientist,AI Engineer,Researcher
C,C,B,B,C,D,D,A,D,B,D,B,Data Scientist,Researcher,AI Engineer
D,D,D,B,A,C,A,D,A,D,D,A,UI/UX Designer,Product Manager,Entrepreneur
B,A,A,A,A,B,B,B,B,A,B,B,AI Engineer,Software Developer,Data Scientist
A,B,C,D,C,B,B,C,A,D,D,A,Cybersecurity,Cloud Engineer,Backend Developer
C,D,A,A,B,D,B,A,D,C,A,D,Researcher,AI Engineer,Data Scientist
B,B,A,B,D,A,C,D,B,A,A,B,Software Developer,Data Scientist,AI Engineer
B,D,A,B,A,B,B,C,B,C,A,C,AI Engineer,Data Scientist,Software Developer
D,D,C,C,D,A,C,D,A,C,C,A,UX Designer,Entrepreneur,UI/UX Designer
C,C,D,C,D,B,B,A,B,B,B,B,AI Engineer,Researcher,Data Scientist
D,D,C,D,C,C,B,A,C,B,A,D,Entrepreneur,UI/UX Designer,Product Manager
B,B,A,A,A,C,D,A,B,C,C,A,Data Scientist,Software Developer,AI Engineer
B,D,B,C,B,B,B,D,B,D,A,D,Data Scientist,Software Developer,AI Engineer
C,A,B,C,A,B,D,D,A,A,B,D,AI Engineer,Data Scientist,Researcher
D,D,B,C,B,D,A,D,D,C,D,A,UI/UX Designer,Product Manager,Entrepreneur
A,D,D,A,C,A,C,D,C,D,B,C,UX Designer,Cloud Engineer,Backend Developer
A,D,B,A,C,B,A,D,C,C,D,A,UX Designer,Cybersecurity,Cloud Engineer
D,A,B,A,D,A,C,A,B,A,D,B,Entrepreneur,UI/UX Designer,Product Manager
A,A,D,A,C,B,A,A,B,A,D,D,Backend Developer,Cloud Engineer,Cybersecurity
D,C,B,A,B,D,B,C,C,C,D,B,UI/UX Designer,Data Scientist,Product Manager
B,A,D,C,A,D,A,A,C,C,A,C,AI Engineer,Software Developer,Data Scientist
C,C,B,B,A,C,D,B,D,A,C,A,Researcher,AI Engineer,Data Scientist
C,D,C,C,C,A,B,B,B,B,D,B,Data Scientist,Researcher,AI Engineer
D,A,A,A,A,D,D,B,C,A,A,D,Entrepreneur,Product Manager,UI/UX Designer
C,C,C,C,C,A,D,B,B,D,B,B,Researcher,AI Engineer,Data Scientist
B,D,D,A,A,A,C,A,D,A,D,D,UX Designer,AI Engineer,Software Developer
B,A,A,D,D,C,B,A,B,D,C,D,AI Engineer,Data Scientist,Software Developer
C,B,D,D,C,B,C,C,C,C,C,A,Data Scientist,Software Developer,Researcher
D,D,B,D,D,D,C,B,A,C,A,B,Product Manager,Entrepreneur,UX Designer
C,C,B,C,D,D,C,D,C,B,A,B,Data Scientist,AI Engineer,Researcher
C,D,C,B,C,B,B,A,D,C,A,D,Data Scientist,Researcher,UX Designer
B,A,D,D,D,B,C,D,D,D,D,B,Software Developer,AI Engineer,Data Scientist
B,C,B,C,D,B,D,A,A,B,D,B,Software Developer,Data Scientist,AI Engineer
A,D,B,B,A,B,D,C,A,C,D,A,Cloud Engineer,UX Designer,Backend Developer
C,A,B,B,C,B,C,A,C,A,A,A,AI Engineer,Data Scientist,Researcher
A,B,C,D,D,D,A,D,A,D,D,A,Cloud Engineer,Backend Developer,Software Developer
